id,codigo,procedimento,descricao,disponivel,user_id,created_at,updated_at
,05.01.08.010-4,DOSAGEM DE EVEROLIMO (EM PACIENTE TRANSPLANTADO,,1,1,,
,05.02.01.001-0,AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS,,1,1,,
,05.02.01.002-9,AVALIAÇÃO CLINICA DE MORTE ENCEFÁLICA EM MENOR DE 2 ANOS,,1,1,,
,05.03.01.001-4,AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS PARA TRANSPLANTE,,1,1,,
,05.03.01.002-2,AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SAUDE,,1,1,,
,05.03.02.001-0,HEPATECTOMIA PARCIAL P/ TRANSPLANTE (DOADOR VIVO,,1,1,,
,05.03.02.002-8,NEFROURETERECTOMIA UNILATERAL P/ TRANSPLANTE,,1,1,,
,05.03.03.001-5,MANUTENCAO HEMODINAMICA DE POSSIVEL DOADOR E TAXA DE SALA P/ RETIRADA DE ORGAOS,,1,1,,
,05.03.03.002-3,RETIRADA DE CORAÇÃO (PARA TRANSPLANTE,,1,1,,
,05.03.03.003-1,RETIRADA DE CORACAO P/ PROCESSAMENTO DE VALVULA / TUBO VALVADO P/ TRANSPLANTE,,1,1,,
,05.03.03.004-0,RETIRADA DE FÍGADO (PARA TRANSPLANTE,,1,1,,
,05.03.03.005-8,RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE,,1,1,,
,05.03.03.006-6,RETIRADA DE PÂNCREAS (PARA TRANSPLANTE,,1,1,,
,05.03.03.007-4,RETIRADA DE PULMÕES (PARA TRANSPLANTE,,1,1,,
,05.03.03.008-2,RETIRADA UNI / BILATERAL DE RIM (PARA TRANSPLANTE - DOADOR FALECIDO,,1,1,,
,05.03.03.009-0,RETIRADA DE TECIDO ÓSTEO -FASCIO-CONDRO- LIGAMENTOSO,,1,1,,
,05.03.03.010-4,RETIRADA DE PELE PARA TRANSPLANTE,,1,1,,
,05.03.04.001-0,COORDENACAO DE SALA CIRURGICA P/ RETIRADA DE ORGAOS E TECIDOS P/ TRANSPLANTE,,1,1,,
,05.03.04.002-9,DESLOCAMENTO INTERESTADUAL DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS,,1,1,,
,05.03.04.003-7,DESLOCAMENTO DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS - INTERMUNICIPAL,,1,1,,
,05.03.04.004-5,DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVÁVEL DOADOR DE ÓRGÃOS,,1,1,,
,05.03.04.005-3,ENTREVISTA FAMILIAR P/ DOAÇÃO DE ORGAOS DE DOADORES EM MORTE ENCEFÁLICA,,1,1,,
,05.03.04.006-1,ENTREVISTA FAMILIAR PARA DOAÇÃO DE TECIDOS DE DOADORES COM CORAÇÃO PARADO,,1,1,,
,05.03.04.008-8,CAPTAÇÃO DE ÓRGÃO EFETIVAMENTE TRANSPLANTADO,,1,1,,
,05.04.01.001-8,CONTAGEM DE CELULAS ENDOTELIAIS DA CORNEA,,1,1,,
,05.04.01.002-6,PROCESSAMENTO DE CORNEA / ESCLERA,,1,1,,
,05.04.01.003-4,SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA,,1,1,,
,05.04.02.001-3,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (05-25 GR,,1,1,,
,05.04.02.002-1,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (101-200 GR,,1,1,,
,05.04.02.003-0,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (201-300 GR,,1,1,,
,05.04.02.004-8,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (26-50 GR,,1,1,,
,05.04.02.005-6,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (51-100 GR,,1,1,,
,05.04.03.002-7,PROCESSAMENTO DE VALVULA CARDIACA HUMANA,,1,1,,
,05.04.04.001-4,PROCESSAMENTO DE PELE EM GLICEROL (ATÉ 1000 CM² PARA ADULTO,,1,1,,
,05.04.04.002-2,PROCESSAMENTO DE PELE EM GLICEROL ( ATÉ 500 CM² INFANTIL,,1,1,,
,05.05.01.001-1,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE MEDULA ÓSSEA - APARENTADO,,1,1,,
,05.05.01.002-0,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE MEDULA ÓSSEA - NÃO APARENTADO,,1,1,,
,05.05.01.003-8,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE DE CORDÃO UMBILICAL DE APARENTADO,,1,1,,
,05.05.01.004-6,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE DE CORDÃO UMBILICAL DE NÃO APARENTADO,,1,1,,
,05.05.01.005-4,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE PERIFÉRICO - APARENTADO,,1,1,,
,05.05.01.006-2,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE PERIFÉRICO - NÃO APARENTADO,,1,1,,
,05.05.01.007-0,TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA ,,1,1,,
,05.05.01.008-9,TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -,,1,1,,
,05.05.01.009-7,TRANSPLANTE DE CORNEA,,1,1,,
,05.05.01.012-7,TRANSPLANTE DE ESCLERA,,1,1,,
,05.05.01.013-5,TRANSPLANTE DE CÓRNEA (EM CIRURGIAS COMBINADAS OU EM REOPERAÇÕES,,1,1,,
,05.05.02.001-7,PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR FALECIDO,,1,1,,
,05.05.02.002-5,PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR VIVO,,1,1,,
,05.05.02.003-3,PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE SIMULTANEO DE PANCREAS E RIM,,1,1,,
,05.05.02.004-1,TRANSPLANTE DE CORACAO,,1,1,,
,05.05.02.005-0,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO,,1,1,,
,05.05.02.006-8,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO,,1,1,,
,05.05.02.007-6,TRANSPLANTE DE PANCREAS,,1,1,,
,05.05.02.008-4,TRANSPLANTE DE PULMAO UNILATERAL,,1,1,,
,05.05.02.009-2,TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO,,1,1,,
,05.05.02.010-6,TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO,,1,1,,
,05.05.02.011-4,TRANSPLANTE SIMULTANEO DE PANCREAS E RIM,,1,1,,
,05.05.02.012-2,TRANSPLANTE DE PULMÃO BILATERAL,,1,1,,
,05.06.01.001-5,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE CORNEA,,1,1,,
,05.06.01.002-3,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE RIM FIGADO CORACAO PULMAO CELULAS-TRONCO HEMATOPOETICAS E/OU PANCREAS,,1,1,,
,05.06.01.003-1,ACOMPANHAMENTO DE DOADOR VIVO POS-DOAÇAO DE FIGADO,,1,1,,
,05.06.01.004-0,ACOMPANHAMENTO DE PACIENTES NO PRÉ TRANSPLANTE DE ÓRGÃOS,,1,1,,
,05.06.01.005-8,AVALIAÇÃO DO POSSÍVEL DOADOR FALECIDO DE ORGÃOS OU TECIDOS PARA TRANSPLANTES,,1,1,,
,05.06.02.001-0,INTERCORRENCIA POS TRANSPLANTE ALOGÊNICO DE CELULAS-TRONCO HEMATOPOÉTICAS - NAO APARENTADO (HOSPITAL DIA,,1,1,,
,05.06.02.002-9,INTERCORRENCIA POS-TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS (HOSPITAL DIA,,1,1,,
,05.06.02.003-7,TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE APARENTADO (HOSPITAL DIA,,1,1,,
,05.06.02.004-5,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS,,1,1,,
,05.06.02.005-3,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE RIM - PÓS TRANSPLANTE CRÍTICO,,1,1,,
,05.06.02.006-1,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE CORAÇÃO- PÓS TRANSPLANTE CRÍTICO,,1,1,,
,05.06.02.007-0,TRATAMENTO DE INTERCORRÊNCIA PÓS TRANSPLANTE DE PULMÃO UNI/BILATERAL - PÓS TRANSPLANTE CRÍTICO,,1,1,,
,05.06.02.008-8,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE SIMULTANEO DE RIM/PÃNCREAS OU PÂNCREAS ISOLADO- PÓS TRANSPLANTE CRÍTICO,,1,1,,
,05.06.02.009-6,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO,,1,1,,
,05.06.02.010-0,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO,,1,1,,
,05.06.02.011-8,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE AUTOLÓGO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO,,1,1,,
,06.03.01.001-6,METILPREDNISOLONA 500 MG INJENTAVEL (POR AMPOLA,,1,1,,
,06.03.02.001-1,CICLOSPORINA 50MG (POR CAPSULA,,1,1,,
,06.03.02.002-0,CICLOSPORINA 100MG (POR CAPSULA,,1,1,,
,06.03.02.003-8,CICLOSPORINA 100MG/ML SOLUCAO ORAL,,1,1,,
,06.03.02.004-6,CICLOSPORINA 25MG (POR CAPSULA,,1,1,,
,06.03.02.005-4,CICLOSPORINA 50 MG INJETAVEL (POR FRASCO-AMPOLA,,1,1,,
,06.03.02.009-7,IMUNOGLOBULINA OBTIDA/COELHO ANTITIMÓCITOS HUMANOS 25 MG INJETÁVEL (POR FRASCO-AMPOLA,,1,1,,
,06.03.03.001-7,IMUNOGLOBULINA ANTI-RHO (D (FRASCO AMPOLA DE 2 ML E 1.250 UI,,1,1,,
,06.03.03.003-3,IMUNOGLOBULINA HUMANA 1,,1,1,,
,06.03.04.001-2,CABERGOLINA 0,,1,1,,
,06.03.05.001-8,ABCIXIMABE,,1,1,,
,06.03.05.002-6,CLORIDRATO DE TIROFIBANA,,1,1,,
,06.03.05.003-4,ESTREPTOQUINASE 250000 UI,,1,1,,
,06.03.05.004-2,ALTEPLASE 10MG INJETÁVEL ( POR FRASCO AMPOLA,,1,1,,
,06.03.05.005-0,ALTEPLASE 20MG INJETÁVEL (POR FRASCO AMPOLA,,1,1,,
,06.03.05.006-9,ALTEPLASE 50MG INJETÁVEL (POR FRASCO AMPOLA,,1,1,,
,06.03.05.008-5,TENECTEPLASE - TNK 40 MG INJETÁVEL (POR FRASCO AMPOLA,,1,1,,
,06.03.05.009-3,TENECTEPLASE-TNK 50 MG INJETÁVEL ( POR FRASCO AMPOLA,,1,1,,
,06.03.05.010-7,CLOPIDOGREL 75MG (COMPRIMIDO,,1,1,,
,06.03.05.011-5,TENECTEPLASE 40 MG INJETÁVEL (POR FRASCO AMPOLA DE USO NAS URGÊNCIAS PRÉ-HOSPITALARES,,1,1,,
,06.03.05.012-3,TENECTEPLASE 50 MG INJETÁVEL (POR FRASCO AMPOLA DE USO NAS URGÊNCIAS PRÉ-HOSPITALARES,,1,1,,
,06.03.06.001-3,SURFACTANTE FRASCO-AMPOLA,,1,1,,
,06.03.07.001-9,ALBUMINA HUMANA 20 POR CENTO (FRASCO-AMPOLA DE 50 ML,,1,1,,
,06.03.08.001-4,BASILIXIMABE 20 MG INJETAVEL (POR FRASCO-AMPOLA P/ TRANSPLANTE,,1,1,,
,06.03.08.002-2,CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA,,1,1,,
,06.03.08.003-0,CICLOSPORINA 100 MG P/ TRANSPLANTE (POR CAPSULA,,1,1,,
,06.03.08.004-9,CICLOSPORINA 25 MG P/ TRANSPLANTE (POR CAPSULA,,1,1,,
,06.03.08.005-7,CICLOSPORINA 50 MG P/ TRANSPLANTE (POR CAPSULA,,1,1,,
,06.03.08.006-5,DACLIZUMABE 5 MG/ ML INJETAVEL P/ TRANSPLANTE (POR FRASCO DE 5 ML,,1,1,,
,06.03.08.008-1,IMUNOGLOBULINA HUMANA ANTI-HEPATITE B (POR DOSE DE 500 UI,,1,1,,
,06.03.08.010-3,IMUNOGLOBULINA OBTIDA/COELHO ANTITIMÓCITOS HUMANOS 25 MG INJETÁVEL P/TRANSPLANTE (POR FRASCO-AMPOLA,,1,1,,
,06.03.08.012-0,METILPREDNISOLONA 500MG INJETAVEL P/TRANSPLANTE(POR FRASCO AMPOLA,,1,1,,
,06.03.08.013-8,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO,,1,1,,
,06.03.08.014-6,MICOFENOLATO DE SODIO 360MG P/ TRANSPLANTE (POR COMPRIMIDO,,1,1,,
,06.03.08.016-2,SIROLIMO 1MG P/ TRANSPLANTE (POR DRAGEA,,1,1,,
,06.03.08.017-0,SIROLIMO 1MG/ML SOLUCAO ORAL P/ TRANSPLANTE (POR FRASCO DE 60ML,,1,1,,
,06.03.08.018-9,SIROLIMO 2 MG P/ TRANSPLANTE (POR DRAGEA,,1,1,,
,06.03.08.019-7,TACROLIMO 0,,1,1,,
,06.03.08.020-0,TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA,,1,1,,
,06.03.08.021-9,TACROLIMO 5 MG P/ TRANSPLANTE (POR CAPSULA,,1,1,,
,06.03.08.022-7,MICOFENOLATO DE SODIO 180MG P/TRANSPLANTE (POR COMPRIMIDO,,1,1,,
,06.03.08.027-8,EVEROLIMO 0,,1,1,,
,06.03.08.028-6,EVEROLIMO 0,,1,1,,
,06.03.08.029-4,EVEROLIMO 1 MG PARA TRANSPLANTE (POR COMPRIMIDO,,1,1,,
,06.04.01.001-0,MESALAZINA 400 MG (POR COMPRIMIDO,,1,1,,
,06.04.01.002-8,MESALAZINA 500 MG (POR COMPRIMIDO,,1,1,,
,06.04.01.003-6,MESALAZINA 800 MG - POR COMPRIMIDO ,,1,1,,
,06.04.01.004-4,MESALAZINA 250 MG (POR SUPOSITORIO,,1,1,,
,06.04.01.005-2,MESALAZINA 500 MG (POR SUPOSITORIO,,1,1,,
,06.04.01.006-0,MESALAZINA 1000 MG (POR SUPOSITORIO,,1,1,,
,06.04.01.007-9,MESALAZINA 1 G + DILUENTE 100 ML (ENEMA - POR DOSE,,1,1,,
,06.04.01.008-7,MESALAZINA 3 G + DILUENTE 100 ML (ENEMA - POR DOSE,,1,1,,
,06.04.01.009-5,SULFASSALAZINA 500 MG (POR COMPRIMIDO,,1,1,,
,06.04.02.001-5,DEFERASIROX 125 MG (POR COMPRIMIDO ,,1,1,,
,06.04.02.002-3,DEFERASIROX 250 MG (POR COMPRIMIDO ,,1,1,,
,06.04.02.003-1,DEFERASIROX 500 MG (POR COMPRIMIDO ,,1,1,,
,06.04.02.004-0,DEFERIPRONA 500 MG (POR COMPRIMIDO,,1,1,,
,06.04.02.005-8,DESFERROXAMINA 500 MG INJETAVEL (POR FRASCO-AMPOLA,,1,1,,
,06.04.03.001-0,BROMOCRIPTINA 2,,1,1,,
,06.04.03.003-7,CABERGOLINA 0,,1,1,,
,06.04.03.004-5,PRAMIPEXOL 0,,1,1,,
,06.04.03.005-3,PRAMIPEXOL 0,,1,1,,
,06.04.03.006-1,PRAMIPEXOL 1 MG (POR COMPRIMIDO,,1,1,,
,06.04.04.001-6,FENOTEROL 100 MCG AEROSSOL (POR FRASCO DE 200 DOSES,,1,1,,
,06.04.04.002-4,FORMOTEROL 12 MCG (POR CAPSULA INALANTE,,1,1,,
,06.04.04.003-2,FORMOTEROL 12 MCG PO INALANTE (POR FRASCO DE 60 DOSES,,1,1,,
,06.04.04.004-0,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG  (POR CAPSULA INALANTE,,1,1,,
,06.04.04.005-9,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG PO INALANTE (POR FRASCO DE 60 DOSES,,1,1,,
,06.04.04.006-7,FORMOTEROL 6 MCG + BUDESONIDA 200 MCG PO INALANTE (POR FRASCO DE 60 DOSES,,1,1,,
,06.04.04.007-5,FORMOTEROL 6MCG + BUDESONIDA 200 MCG (POR CAPSULA INALANTE,,1,1,,
,06.04.04.009-1,SALMETEROL 50 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO DE 60 DOSES,,1,1,,
,06.04.05.001-1,CODEINA 3 MG/ML SOLUCAO ORAL (POR FRASCO DE 120 ML,,1,1,,
,06.04.05.002-0,CODEINA 30 MG/ML (POR AMPOLA DE 2 ML,,1,1,,
,06.04.05.003-8,CODEINA 30 MG (POR COMPRIMIDO,,1,1,,
,06.04.05.004-6,CODEINA 60 MG (POR COMPRIMIDO,,1,1,,
,06.04.05.005-4,MORFINA 10 MG/ML (POR AMPOLA DE 1 ML,,1,1,,
,06.04.05.006-2,MORFINA 10 MG/ML SOLUCAO ORAL (POR FRASCO DE 60 ML,,1,1,,
,06.04.05.007-0,MORFINA 10 MG (POR COMPRIMIDO,,1,1,,
,06.04.05.008-9,MORFINA 30 MG (POR COMPRIMIDO,,1,1,,
,06.04.05.009-7,MORFINA DE LIBERACAO CONTROLADA 30 MG (POR CAPSULA,,1,1,,
,06.04.05.010-0,MORFINA  DE LIBERACAO CONTROLADA 60 MG (POR CAPSULA,,1,1,,
,06.04.05.011-9,MORFINA  DE LIBERACAO CONTROLADA 100 MG (POR CAPSULA,,1,1,,
,06.04.06.001-7,COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA (POR GRAMA,,1,1,,
,06.04.06.002-5,COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MAIOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA  (POR GRAMA,,1,1,,
,06.04.07.001-2,TRIEXIFENIDIL 5 MG (POR COMPRIMIDO,,1,1,,
,06.04.08.001-8,CLOROQUINA 150 MG (POR COMPRIMIDO,,1,1,,
,06.04.08.002-6,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO,,1,1,,
,06.04.08.003-4,HIDROXICLOROQUINA 200 MG (POR COMPRIMIDO,,1,1,,
,06.04.09.001-3,CICLOFOSFAMIDA 50 MG (POR DRAGEA ,,1,1,,
,06.04.10.001-9,DESMOPRESSINA 0,,1,1,,
,06.04.10.002-7,DESMOPRESSINA 0,,1,1,,
,06.04.10.003-5,DESMOPRESSINA 0,,1,1,,
,06.04.11.001-4,GOSSERRELINA 3,,1,1,,
,06.04.11.002-2,GOSSERRELINA 10,,1,1,,
,06.04.11.003-0,LEUPRORRELINA 3,,1,1,,
,06.04.11.004-9,LEUPRORRELINA 11,,1,1,,
,06.04.11.005-7,TRIPTORRELINA 3,,1,1,,
,06.04.11.006-5,TRIPTORRELINA 11,,1,1,,
,06.04.11.007-3,TRIPTORRELINA 22,,1,1,,
,06.04.11.008-1,LEUPRORRELINA 45 MG INJETÁVEL (SERINGA PREENCHIDA,,1,1,,
,06.04.12.001-0,CIPROTERONA 50 MG (POR COMPRIMIDO,,1,1,,
,06.04.13.001-5,DONEPEZILA 5 MG (POR COMPRIMIDO,,1,1,,
,06.04.13.002-3,DONEPEZILA 10 MG (POR COMPRIMIDO,,1,1,,
,06.04.13.003-1,GALANTAMINA 8 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA,,1,1,,
,06.04.13.004-0,GALANTAMINA 16 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA,,1,1,,
,06.04.13.005-8,GALANTAMINA 24 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA,,1,1,,
,06.04.13.006-6,RIVASTIGMINA 1,,1,1,,
,06.04.13.007-4,RIVASTIGMINA 2,,1,1,,
,06.04.13.008-2,RIVASTIGMINA 3 MG (POR CAPSULA,,1,1,,
,06.04.13.009-0,RIVASTIGMINA 4,,1,1,,
,06.04.13.010-4,RIVASTIGMINA 6 MG (POR CAPSULA,,1,1,,
,06.04.13.011-2,PIRIDOSTIGMINA 60 MG (POR COMPRIMIDO,,1,1,,
,06.04.13.012-0,RIVASTIGMINA 9 MG ADESIVO TRANSDÉRMICO,,1,1,,
,06.04.13.013-9,RIVASTIGMINA 18 MG ADESIVO TRANSDÉRMICO,,1,1,,
,06.04.14.002-9,DANAZOL 100 MG (POR CAPSULA,,1,1,,
,06.04.14.003-7,DANAZOL 200 MG (POR CAPSULA,,1,1,,
,06.04.15.001-6,PRIMIDONA 100 MG (POR COMPRIMIDO,,1,1,,
,06.04.15.002-4,PRIMIDONA 250 MG (POR COMPRIMIDO,,1,1,,
,06.04.16.001-1,PAMIDRONATO 30 MG INJETAVEL (POR FRASCO-AMPOLA,,1,1,,
,06.04.16.002-0,PAMIDRONATO 60 MG INJETAVEL (POR FRASCO-AMPOLA,,1,1,,
,06.04.16.004-6,RISEDRONATO 5 MG (POR COMPRIMIDO,,1,1,,
,06.04.16.005-4,RISEDRONATO 35 MG (POR COMPRIMIDO,,1,1,,
,06.04.16.006-2,ÁCIDO ZOLEDRÔNICO 0,,1,1,,
,06.04.17.001-7,HIDRÓXIDO DE ALUMÍNIO 230 MG (POR COMPRIMIDO,,1,1,,
,06.04.17.002-5,HIDRÓXIDO DE ALUMÍNIO 300 MG (POR COMPRIMIDO,,1,1,,
,06.04.17.003-3,HIDRÓXIDO DE ALUMÍNIO 61,,1,1,,
,06.04.17.004-1,HIDRÓXIDO DE ALUMÍNIO 61,,1,1,,
,06.04.17.005-0,HIDRÓXIDO DE ALUMÍNIO 61,,1,1,,
,06.04.18.001-2,CLOBAZAM 10 MG (POR COMPRIMIDO,,1,1,,
,06.04.18.002-0,CLOBAZAM 20 MG (POR COMPRIMIDO,,1,1,,
,06.04.19.001-8,VIGABATRINA 500 MG (POR COMPRIMIDO,,1,1,,
,06.04.20.001-3,AMANTADINA 100 MG (POR COMPRIMIDO,,1,1,,
,06.04.21.001-9,ZIPRASIDONA 40 MG (POR CAPSULA,,1,1,,
,06.04.21.002-7,ZIPRASIDONA 80 MG (POR CAPSULA,,1,1,,
,06.04.22.001-4,ETOSSUXIMIDA 50 MG/ML (FRASCO DE 120 ML,,1,1,,
,06.04.23.001-0,OLANZAPINA 5 MG (POR COMPRIMIDO,,1,1,,
,06.04.23.002-8,OLANZAPINA 10 MG (POR COMPRIMIDO,,1,1,,
,06.04.23.003-6,QUETIAPINA 25 MG (POR COMPRIMIDO,,1,1,,
,06.04.23.004-4,QUETIAPINA 100 MG (POR COMPRIMIDO,,1,1,,
,06.04.23.005-2,QUETIAPINA 200 MG (POR COMPRIMIDO,,1,1,,
,06.04.23.006-0,QUETIAPINA 300 MG (POR COMPRIMIDO,,1,1,,
,06.04.23.007-9,CLOZAPINA 25 MG (POR COMPRIMIDO,,1,1,,
,06.04.23.008-7,CLOZAPINA 100 MG (POR COMPRIMIDO,,1,1,,
,06.04.24.002-3,ALFATALIGLICERASE 200 U INJETÁVEL (POR FRASCO AMPOLA,,1,1,,
,06.04.24.003-1,IMIGLUCERASE 400 U INJETÁVEL (POR FRASCO-AMPOLA,,1,1,,
,06.04.24.005-8,ALFAVELAGLICERASE 400 U INJETAVEL (POR FRASCO AMPOLA,,1,1,,
,06.04.24.006-6,LARONIDASE 0,,1,1,,
,06.04.24.007-4,IDURSULFASE ALFA 2 MG/ML SOLUÇÃO INJETÁVEL (FRASCO DE 3 ML,,1,1,,
,06.04.24.008-2,GALSULFASE 1 MG/ML SOLUÇÃO INJETÁVEL (POR FRASCO AMPOLA DE 5 ML,,1,1,,
,06.04.24.009-0,ALFAELOSULFASE 1 MG/ML SOLUÇÃO INJETÁVEL (POR FRASCO AMPOLA DE 5 ML,,1,1,,
,06.04.24.010-4,ALFA-ALGLICOSIDASE 50 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL,,1,1,,
,06.04.24.011-2,ALFAVESTRONIDASE 10 MG SOLUÇÃO INJETÁVEL (FRASCOCOM 5ML,,1,1,,
,06.04.25.001-0,FILGRASTIM 300 MCG INJETAVEL (POR FRASCO AMPOLA OU SERINGA PREENCHIDA,,1,1,,
,06.04.25.003-7,ELTROMBOPAGUE OLAMINA 25 MG (POR COMPRIMIDO,,1,1,,
,06.04.25.004-5,ELTROMBOPAGUE OLAMINA 50 MG (POR COMPRIMIDO,,1,1,,
,06.04.26.001-6,SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML,,1,1,,
,06.04.27.001-1,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO,,1,1,,
,06.04.27.002-0,BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA,,1,1,,
,06.04.27.003-8,CIPROFIBRATO 100 MG (POR COMPRIMIDO,,1,1,,
,06.04.27.004-6,ETOFIBRATO 500 MG (POR CAPSULA,,1,1,,
,06.04.27.005-4,FENOFIBRATO 200 MG (POR CAPSULA,,1,1,,
,06.04.27.006-2,FENOFIBRATO 250 MG (POR CAPSULA DE LIBERACAO RETARDADA,,1,1,,
,06.04.27.007-0,GENFIBROZILA 600 MG (COMPRIMIDO,,1,1,,
,06.04.27.008-9,GENFIBROZILA 900 MG (POR COMPRIMIDO,,1,1,,
,06.04.27.009-7,ÁCIDO NICOTÍNICO 250MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA,,1,1,,
,06.04.27.010-0,ÁCIDO NICOTÍNICO 500MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA,,1,1,,
,06.04.27.011-9,ÁCIDO NICOTÍNICO 750 MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA,,1,1,,
,06.04.28.006-8,BUDESONIDA 200 MCG (POR CAPSULA INALANTE,,1,1,,
,06.04.28.007-6,BUDESONIDA 400 MCG (POR CAPSULA INALANTE,,1,1,,
,06.04.28.008-4,BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 100 DOSES,,1,1,,
,06.04.28.009-2,BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 200 DOSES,,1,1,,
,06.04.28.010-6,METILPREDNISOLONA 500 MG INJETAVEL (POR AMPOLA,,1,1,,
,06.04.29.001-2,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA,,1,1,,
,06.04.29.002-0,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA,,1,1,,
,06.04.29.003-9,OCTREOTIDA  LAR 30 MG INJETAVEL (POR FRASCO-AMPOLA,,1,1,,
,06.04.29.004-7,OCTREOTIDA 0,,1,1,,
,06.04.29.006-3,LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA,,1,1,,
